id,product_id,created_at,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_sku,product_distribution_center_id
295255,3447,2020-06-09 02:50:00 UTC,,17.559999972581863,Dresses,XOXO Juniors Peplum Dress,XOXO,40.0,Women,2E1B24A664F5E9C18F407B2F9C73E821,2
224790,11975,2024-08-15 19:58:34.290981 UTC,2024-09-02 21:44:34.290981 UTC,13.12499998603016,Intimates,XOXO Pink Zebra or Black Zebra Lace Babydoll with Rhinestone XOXO,Anemone,25.0,Women,FA587EC2731AAB9F2952622E89088D4B,3
62394,5973,2020-08-22 14:36:00 UTC,,13.457879894985703,Leggings,Squared Retro Blue Black Printed Cotton Leggings,Stella Elyse,21.989999771118164,Women,6DE59D960D3BB8A6346C058930F3CD28,1
30647,1959,2021-07-20 17:32:45 UTC,2021-09-16 07:50:45 UTC,21.750820915121885,Fashion Hoodies & Sweatshirts,District Made Women's Heavyweight Thermal Full-Zip Hoodie. DM430,District Made,41.9900016784668,Women,E4DD5528F7596DCDF871AA55CFCCC53C,7
481734,10528,2022-01-06 15:54:00 UTC,,25.295999966561794,Intimates,Cleo Women's Jude Moulded T-shirt Bra,Cleo,48.0,Women,51200D29D1FC15F5A71C1DAB4BB54F7C,9
100449,11159,2022-12-28 15:14:00 UTC,,28.651999950408936,Intimates,Bali Women's Bali Powershape Pretty Cami With Bra,Bali,52.0,Women,A7755E44489861B53EA6BF28421357BD,2
144424,2155,2021-07-17 01:01:00 UTC,,18.65665038203951,Fashion Hoodies & Sweatshirts,White Sierra Delta Jacket - Women's,White Sierra,39.950000762939446,Women,A381C2C35C9157F6B67FD07D5A200AE1,4
404390,5877,2020-11-06 09:33:00 UTC,,9.667309903691113,Leggings,Asian Floral & Scroll Printed Footless Leggings Tights,Luxury Divas,16.989999771118164,Women,C344336196D5EC19BD54FD14BEFDDE87,1
212743,28548,2020-10-29 01:02:00 UTC,,1.280300021749735,Accessories,HDE Classic Bow Tie,HDE,2.950000047683716,Men,D1D6E4E428DA3798F5D662CB3C8CD74F,1
313933,4087,2023-12-21 03:05:00 UTC,,14.893000022508204,Jumpsuits & Rompers,Ladies Black 4 Button Floral Pattern Waist Tied Jumpsuit Dress,FineBrandShop,26.5,Women,D2A2C1DA2ACDE3ED27003DBA9C3C1CCC,7
216243,21552,2021-04-15 02:18:00 UTC,,35.741999946534634,Jeans,RVCA Men's Romero Ii Denim Pant,RVCA,69.0,Men,6281642964070C8FC6DF23720EE81281,8
62145,18145,2024-03-04 05:59:00 UTC,,33.17924888541735,Active,Carhartt Mens Heavyweight Hooded Sweatshirt,Carhartt,79.94999694824217,Men,74DF7F44A49A4CEAEE2A955BD1E9D705,3
355771,3023,2024-07-05 04:57:00 UTC,,37.73600017605349,Active,Bench Women's Slinker Fleece Hoodie,Bench,89.0,Women,09D37C08F7B129E96277388757530C72,7
144275,21400,2024-07-31 03:34:37 UTC,2024-08-16 02:20:37 UTC,66.00586905663192,Jeans,Joe's Jeans Men's Classic Mabel Jean,Joe's Jeans,129.1699981689453,Men,E9C0DED40A0630024A51C161925EC257,6
307979,14139,2023-09-22 16:11:11 UTC,2023-11-03 15:41:11 UTC,11.031999956816437,Accessories,Echo Design Women's Racking Stitch Newsboy Hat,ECHO,28.0,Women,878DF06CE009B583CE76653891AEC539,1
207995,28392,2021-10-22 01:12:00 UTC,,4.072499996982514,Accessories,Columbia  Men's Military Style Belt,Columbia,11.25,Men,4CA1097F8F6B3FAB8F0AB9111AF027DA,6
185429,28514,2022-02-04 01:45:00 UTC,,7.731600290242209,Accessories,Harley-DavidsonÂ® Men's Embossed Font and Wings Black Leather Belt. 1.50-Inches Wide. Fits Most Belt Loops. HD-12,Harley-Davidson,18.950000762939453,Men,2D15E029E5AB6F925E5CC6447350AD62,7
455211,11218,2021-05-18 02:32:51 UTC,2021-07-01 08:21:51 UTC,19.07999997586012,Intimates,Maidenform Women's Firm Control Tailored Tank,Maidenform,36.0,Women,568221292BD68EBDD821521CE60A8110,9
215444,14471,2023-03-06 05:34:00 UTC,,27.53100001439452,Maternity,Everly Grey Women's Maternity Mattie Knee Length Dress,Everly Grey,69.0,Women,7C960F55DF3DAA0B92903925D683AE1B,3
369463,2682,2021-12-11 04:08:00 UTC,,10.09595993322596,Active,Woman Within Plus Size Sweat Pants easy fleece,Woman Within,24.989999771118164,Women,F15EDA31A2DA646EEA513B0F81A5414D,5
309364,11527,2022-02-02 12:51:06 UTC,2022-03-29 23:38:06 UTC,16.23290039655417,Intimates,New 4 Bone Hoop Slip with 3 Ruffles Bridal Petticoat Wedding Gown Slip (CH135DS),Sweetheart Slips,29.950000762939453,Women,83E8FE6279AD25F15B23C6298C6A3584,1
310012,28361,2020-01-05 10:19:00 UTC,,10.024999963934532,Accessories,Degrees by 180'S Mens Black Fleece Ear Warmers,180s,25.0,Men,4AD039368867AFCDD799870F374CEA4C,3
70925,14081,2020-06-11 13:44:00 UTC,,12.440999932587149,Accessories,Terra Nomad Women's Woolly Long Fashion Scarf/Wrap With Stitched Flowers Edge and Viscose Trim,Terra Nomad,29.0,Women,037A15F03246F075193B2A295BA4C466,10
126945,28427,2024-07-23 09:36:00 UTC,,9.524999978020787,Accessories,180s Men's Urban Ear Warmer,180s,25.0,Men,07614251F62899912B42CF137C9B7A3E,3
100553,12592,2020-05-08 06:37:00 UTC,,4.242689873485538,Intimates,Bra Converter Bra Strap Holders Set of 9 Per pack 3 Black 3 Nude 3 Clear,Fitness Etc.,7.989999771118163,Women,FF47AFC1BC40F685B0982F6B0E40248B,6
453320,17806,2020-07-25 05:42:00 UTC,,23.463900392895937,Fashion Hoodies & Sweatshirts,Ireland Sports Hoodie GreenBlue & White,Croker clothing,44.950000762939446,Men,09ECA040BA5CD8DFB572A0CF57F3C9C5,9
377417,2530,2024-02-22 13:54:00 UTC,,20.65368022606492,Active,Hot Chillys Women's Mirco-Elite Chamois 8K Solid Tight,Hot Chillys,54.930000305175774,Women,55A988DFB00A914717B3000A3374694C,3
408044,11350,2024-07-18 05:01:23.503076 UTC,2024-09-04 12:35:23.503076 UTC,18.654999977443367,Intimates,Leonisa Moderate Control Full Body Shaper 012727,Leonisa,35.0,Women,81836B7CD16991ABB7FEBFD7832927FD,4
316074,28645,2024-06-12 03:35:30 UTC,2024-06-17 02:01:30 UTC,44.607148541866245,Accessories,Ray-Ban RB3379 Double Bridge Wrap Sunglasses,Ray-Ban,124.9499969482422,Men,15BFFA22EAFC325BB53266ECEFB25D5C,2
50268,8036,2024-07-22 00:50:07 UTC,2024-08-26 02:07:07 UTC,121.36964755764456,Clothing Sets,Womens Top Stitch Jacket and Pant Set by City Lights,City Lights,199.94999694824216,Women,750263DBB2FB8547BDD810EE11A08C7A,1
115562,4047,2022-03-06 13:58:00 UTC,,216.3839995861053,Dresses,BCBGMAXAZRIA Women's Morris Knit Sportswear Dress,BCBGMAXAZRIA,448.0,Women,E366D105CFD734677897AACCF51E97A3,3
451089,20642,2020-05-14 09:53:00 UTC,,23.37599989771843,Jeans,Levi's Men's 514 Slim Straight Leg Twill Pant,Levi's,48.0,Men,3E6E161954C6B908DB7770BF73F94BE7,4
122872,7874,2024-06-26 01:06:53 UTC,2024-08-14 00:27:53 UTC,19.529170780948288,Blazers & Jackets,CHARCOAL KIMONO DUSTER JACKET SHORT STRETCH LYCRA LAGENLOOK - FITS (ONE SIZE) - L XL 1X 2X - U538S LOTUSTRADERS,LOTUSTRADERS,50.9900016784668,Women,305DDAD049F65A2C241DBB6E6F746C54,8
81574,11898,2023-10-21 10:06:00 UTC,2023-12-03 22:47:00 UTC,44.00300000235438,Intimates,Le Mystere Women's Soiree Short Line Bustier Bra,Le Mystere,79.0,Women,4CF298280FA338AA99601829A948BF35,8
5871,10885,2022-01-08 16:33:00 UTC,,5.3199999942444265,Intimates,b.tempt'd by Wacoal Women's Most Desired Bikini,b.tempt'd by Wacoal,10.0,Women,38840678620308EADD98D8632DF3D6D4,1
96842,11846,2021-05-13 14:04:00 UTC,,32.8335003628172,Intimates,Zimmerli Cotton Deluxe Spaghetti Top,Zimmerli of Switzerland,61.950000762939446,Women,B33ECCCA5BD3E0A03670F386ED90D603,2
105544,12102,2020-06-25 03:30:00 UTC,,11.43099998869002,Intimates,VIVILLI Sexy Dot Print Babydoll Set -Purple,VIVILLI,23.0,Women,C728615C8A166F73EC481B345CAC1E84,1
123925,2104,2024-06-08 15:00:12 UTC,2024-06-27 01:08:12 UTC,6.59333993964348,Fashion Hoodies & Sweatshirts,Allegra K Woman Schoolbag Pattern Back Drawstring Hoody Coat Mint Blue XS,Allegra K,13.909999847412108,Women,E7E23670481AC78B3C4122A99BA60573,9
294119,15013,2023-05-07 12:26:10 UTC,2023-05-22 12:25:10 UTC,52.00000029057264,Maternity,Olian Women's Maternity Hazel Boat Neck Dress,Olian,130.0,Women,D8D3A2D972D6CB50E983BAA5673EA92A,2
47537,3457,2023-11-19 11:17:00 UTC,,10.70687977499038,Dresses,Flaming Peacock Further Print Empire Waist Maxi Dress,TopTie,23.479999542236328,Women,E1FC9C082DF6CFFF8CBCFFF2B5A722EF,10
454464,5021,2020-08-13 16:21:00 UTC,,36.45180151331871,Jeans,Not Your Daughter's Jeans Women's Plus Marilyn Straight Leg,Not Your Daughter's Jeans,69.30000305175781,Women,2FD5D41EC6CFAB47E32164D5624269B1,8
399787,15031,2021-10-06 06:18:21 UTC,2021-11-03 09:45:21 UTC,57.95750037394464,Maternity,A Pea in the Pod: It Jeans Secret Fit Belly(r) 5 Pocket Skinny Leg Maternity Jeans,!it Jeans,119.5,Women,6BFE6DE4EBB6CE650CDCF4322E63DEE4,2
218683,4766,2020-01-11 00:26:00 UTC,,55.578208754540384,Jeans,Cowgirl Tuff Western Denim Jeans Womens Believe & It's Possible BPOSST,Cowgirl Tuff,95.98999786376952,Women,9ABE36658BFF8131D5A0923EBC196D0E,1
402384,4325,2020-07-07 01:41:00 UTC,,39.19350005686283,Jeans,Lucky Brand Women's Sweet N Low Jean,Lucky Brand,79.5,Women,D3E8FC83B3E886A0DC2AA9845A5215BF,5
108506,3389,2021-08-04 01:13:57 UTC,2021-10-01 22:46:57 UTC,7.2377398862934115,Dresses,Curve Appeal Solid Ribbed Sweater Dress with Belt,Curve Appeal,16.989999771118164,Women,8643C8E2107BA86C47371E037059C4B7,8
398214,5722,2020-10-15 02:25:00 UTC,,84.73200026527044,Leggings,BCBGMAXAZRIA Women's Chase Pleather Blocked Legging,BCBGMAXAZRIA,138.0,Women,C94A589BDD47870B1D74B258D1CE3B33,3
290058,10403,2023-01-21 20:51:20 UTC,2023-02-22 12:02:20 UTC,7.003500013612211,Intimates,Barelythere Women's Microfiber Crop Top (Replaced with Bali 103J),Barely There,14.5,Women,D1A342BB3F725967660B92EC62DB720F,9
407049,12158,2023-09-02 11:40:00 UTC,,12.302600385641306,Intimates,Laura High Quality Mandarin Flower Prints Chemise #SL501039 - Made in Colombia,Laura,22.450000762939453,Women,F23775B54B9E62E2D15498C3B9418630,3
408051,3312,2024-08-15 22:58:32.576706 UTC,2024-09-03 09:14:32.576706 UTC,65.19099981151521,Dresses,Jones New York Women's Side Ruffle Dress,Jones New York,139.0,Women,334467D41D5CF21E234465A1530BA647,3
445995,3996,2024-06-24 07:55:22 UTC,2024-08-13 08:41:22 UTC,23.045390733548103,Dresses,Sexy Chic Marilyn Pleated Halter Party Prom Club Cocktail Dress,Hot from Hollywood,49.9900016784668,Women,43E04DD08BB1305428B0C9C8D8A2660A,1
302185,17202,2023-12-17 02:25:00 UTC,,33.617500024382025,Fashion Hoodies & Sweatshirts,Hurley Men's Retreat Zip Fleece,Hurley,59.5,Men,37ED3938F2F5B399DFD0B62606F39D9B,1
395858,4309,2024-07-31 23:34:08 UTC,2024-09-03 13:51:08 UTC,25.72264084763419,Jeans,Levi's 512 Women's Plus Perfectly Shaping Boot Cut Jean with Tummy-Slimming Panel,Levi's,47.9900016784668,Women,F2B5E92F61B6DE923B063588EE6E7C48,4
33222,17710,2020-09-09 13:03:00 UTC,,35.43045056345612,Fashion Hoodies & Sweatshirts,Stussy - Mens Stock Felt Hoodie In Black,Stussy,59.950000762939446,Men,9E284987861E168601AF5D3582B0FEDE,4
314884,17480,2022-05-13 17:04:00 UTC,,27.300000027753413,Fashion Hoodies & Sweatshirts,neff Men's Daily Stripe Fashion Hoodie,NEFF,50.0,Men,F63CA18283FCE920F258FE42B153B199,5
177707,28924,2023-02-16 01:04:28 UTC,2023-03-26 14:14:28 UTC,10.649999976158142,Accessories,Goorin Bros. Men's Rooster Cap,Goorin Bros.,25.0,Men,71D54F4B09795D02CBC6959C1145E886,2
32857,28699,2023-11-30 06:03:00 UTC,,29.44894859117196,Accessories,Smith Optics Serpico Sunglasses,Smith Optics,69.94999694824219,Men,0D7C463832B871C20405A6C9296B5517,3
163089,11177,2021-09-05 17:49:00 UTC,,14.299999970942736,Intimates,Barely There Women's Smooth A'tude Light Control Ribbed Strappy Camisole,Barely There,26.0,Women,296B62D0AF509BAAB599ABE4AF78AE8C,9
96596,17627,2020-04-12 04:42:00 UTC,,21.211500018835068,Fashion Hoodies & Sweatshirts,RUDE Skeleton Crossbones Zip Hoodie,Hot Topic,39.5,Men,57696F4C6D8A92B1EB18308677A59CA2,10
142368,12289,2022-11-22 06:52:00 UTC,,12.669929866082668,Intimates,Lingerie Set - White Top Lace + Mini Skirt + Fishnet Stockings,I-Pink,24.989999771118164,Women,FF3F6B76FCF005C7632ABE3EB4DF6263,2
160260,3300,2020-07-08 05:41:00 UTC,,49.33499994687736,Dresses,Evolution by Cyrus Women's Long Sleeve Sharkbite Tunic dress,Evolution by Cyrus,115.0,Women,63BFD6E8F26D1D3537F4C5038264EF36,4
250808,13728,2020-10-17 12:49:00 UTC,,26.422379207107127,Accessories,Hobo  Sadie Wallet,HOBO,72.98999786376953,Women,7967D550A306A50276991B19DDB4D72E,7
276433,4625,2023-05-05 07:26:00 UTC,,90.1529999691993,Jeans,7 For All Mankind Women's Skinny Crop And Roll Jean in Clean White,7 For All Mankind,159.0,Women,1E5186BCA8F75FCA53960E8CB4A3B973,8
204845,7500,2022-11-05 12:31:00 UTC,,81.77400049567223,Blazers & Jackets,BCBGMAXAZRIA Women's Aubree Relaxed Jacket,BCBGMAXAZRIA,198.0,Women,F4F1F13C8289AC1B1EE0FF176B56FC60,3
411865,10882,2024-08-09 17:35:00 UTC,,6.047999985516071,Intimates,Betsey Johnson Women's Chantilly Floral Wideside Thong,Betsey Johnson,12.0,Women,1EEE58F7A5D6BD6DF171B1D131ACD79A,4
177462,28398,2023-05-22 11:25:00 UTC,,14.751660740610362,Accessories,Brixton Men's Brood Hat,Brixton,33.9900016784668,Men,751943B07F0B9C3540B8B533A6CA43F2,2
430546,2748,2022-06-11 15:55:00 UTC,,19.446000136435032,Active,Moving Comfort Women's Cara Bra,Moving Comfort,42.0,Women,1006FF12C465532F8C574AEAA4461B16,3
290364,14966,2022-10-07 21:34:30 UTC,2022-10-19 00:54:30 UTC,24.395000119693577,Maternity,A Pea in the Pod: Short Sleeve Scoop Neck Variegated Stripe Maternity T Shirt,A Pea in the Pod,59.5,Women,996E38C65D2BE92F2BE1E7BA42A0BE01,7
383771,15009,2024-07-14 17:51:27.527524 UTC,2024-09-05 01:09:27.527524 UTC,13.708500070497394,Maternity,A Pea in the Pod: Maternity Ribbed Tight,A Pea in the Pod,28.5,Women,4252DB6ADE40E2522AC46E2E00C5655F,7
202670,5067,2020-06-04 08:22:00 UTC,,99.3449997799471,Jeans,PAIGE Women's Skyline Straight,PAIGE,179.0,Women,08048A9C5630CCB67789A198F35D30EC,7
44060,12235,2024-08-01 10:30:00 UTC,,15.924689859778333,Intimates,Popsi Lingerie Mesh and Lace Bra With Matching Boyshorts,Popsi Lingerie,29.989999771118164,Women,B63C87B0A41016AD29313F0D7393CEE8,6
374971,17659,2021-03-20 11:58:00 UTC,,44.95437886737928,Fashion Hoodies & Sweatshirts,LRG OverDraft Zip Hoody - Men's,LRG,79.98999786376953,Men,B64BD4B2D025A7635EABF84B086F65FE,2
61476,4175,2022-11-09 00:24:36 UTC,2023-01-05 04:08:36 UTC,23.408910836521684,Jumpsuits & Rompers,Krazy Sexy Club Cocktail Party Evening Playsuit Jumpsuit Romper #388 US Size 0-2 4-6 6-8,Krazy,45.9900016784668,Women,97008EA27052082BE055447BE9E85612,1
388064,14348,2021-03-27 14:40:00 UTC,,30.21839874887131,Maternity,Belly Bandit-Original Belly Wrap,Belly Bandit,69.94999694824219,Women,EB6BDD281DFC2688A42174679B8E5BBD,9
40805,2816,2021-09-03 15:44:00 UTC,,5.365549925756454,Active,Balega Women's Enduro 2 Low Cut Socks,Balega,11.949999809265137,Women,4E2A6330465C8FFCAA696A5A16639176,5
400158,2396,2020-08-03 06:58:00 UTC,,13.965279555083512,Fashion Hoodies & Sweatshirts,Roxy Women's Tahitian Hoodie Pull Over Sweatshirt Navy Blue YRXP01GC-C13,Roxy,26.959999084472656,Women,DCF6070A4AB7F3AFBFD2809173E0824B,2
320538,12090,2021-04-29 10:56:32 UTC,2021-05-25 12:16:32 UTC,32.508999943733215,Intimates,Betsey Johnson Women's Luscious Lite Chemise,Betsey Johnson,59.0,Women,B285F0192E689B14171EFA16647D7170,4
317962,5749,2023-07-18 15:32:55 UTC,2023-09-09 15:49:55 UTC,7.474439761517047,Leggings,Allegra K Snowflake Print Black Skinny Leggings Pants for Women,Allegra K,11.9399995803833,Women,0E98AEEB54ACF612B9EB4E48A269814C,9
184170,20911,2020-07-10 02:45:00 UTC,,44.28499997593463,Jeans,Silver Jeans Men's Grayson Relaxed Fit Jean,Silver Jeans,85.0,Men,6B967FE2534E4C3E13A69881876A9CDF,1
225980,17122,2021-09-04 15:22:00 UTC,,27.172800449649618,Fashion Hoodies & Sweatshirts,Harley-DavidsonÂ® Men's Screamin' Eagle Drivechain Hooded Sweatshirt. Screen Print Front and Back. HARLMS0047,Harley-Davidson,49.950000762939446,Men,631E5D78C846EC09125EBE7E7030B0CA,7
221977,21508,2024-02-04 23:21:09 UTC,2024-03-18 20:40:09 UTC,11.787999544523656,Jeans,Allegra K 2012 New Low Rise Zip Fly Two Front Pockets Mens Skinny Jeans Dark Gray W34,Allegra K,21.049999237060547,Men,975798660F9F54567515A103AD35EB99,9
446767,12661,2020-10-01 10:31:00 UTC,,5.9391498993285,Intimates,Solutions That Stick Nipplomats Reusable Silicone Nipple Covers,Solutions That Stick,11.949999809265137,Women,D8C1D317721776BA9D38A3CCCD33A79A,2
283496,21120,2021-07-13 17:58:00 UTC,,78.42999986372888,Jeans,7 For All Mankind Men's Classic Bootcut Jean (Long Inseam) in New York Dark,7 For All Mankind,155.0,Men,9D15081DC54BCD9DC23A74F99646B2A6,8
450662,20853,2024-04-21 18:07:09 UTC,2024-05-03 07:31:09 UTC,128.02800026722252,Jeans,True Religion Men's Bobby Phoenix Straight Jean,True Religion,227.0,Men,A6DF0BDB9111011BB923C11B2BC2E5FD,7
24848,4499,2020-07-21 15:17:00 UTC,,59.408308423289625,Jeans,Miss Me Bootcut Jeans JW5611B2Dark Blue,Miss Me,110.62999725341795,Women,5E51EEDA0422DE44A7CC260B4239D4F9,3
322017,5009,2023-04-25 02:09:59 UTC,2023-05-30 12:50:59 UTC,33.6374999564141,Jeans,Torrid Plus Size Torrid Denim - Blue Wash Isabella Bootleg Jeans (Regular),Torrid,58.5,Women,E9470886ECAB9743FB7EA59420C245D2,9
262098,6170,2022-05-21 08:33:00 UTC,,18.443849893871324,Leggings,Checkerboard Trim Square Side Pockets Jean Leggings Black Jeggings One Size,Yelete,29.989999771118164,Women,2CCC2826B445AEBAC6F6B3F8013E7931,2
428108,18341,2020-01-16 07:18:00 UTC,,9.11543990039587,Active,Cold Storage Fleece - lined Hooded Sweatshirt,COLD STORAGE,19.989999771118164,Men,FBE486DC4C014EB61A0C91E34CC6F301,7
208507,1579,2022-07-13 08:08:00 UTC,,25.79484090407923,Fashion Hoodies & Sweatshirts,Alternative AA9590 Long-Sleeve Zip Hoodie,Alternative,49.9900016784668,Women,ED4227734ED75D343320B6A5FD16CE57,2
158299,4292,2024-01-29 01:32:00 UTC,,109.26499977242202,Jeans,7 For All Mankind Women's Straight Leg Jean With Crystal Back Pocket in Baywater Blue,7 For All Mankind,205.0,Women,8D8F733A7C2A2EA60DF6439A28A2B9A3,8
272243,17581,2021-10-03 07:36:41 UTC,2021-11-28 22:23:41 UTC,42.69209919614494,Fashion Hoodies & Sweatshirts,Original Penguin Men's My Man Hoodie,Original Penguin,76.0999984741211,Men,B4B02E73348A61103E4AFDC188914B02,2
